-3,4889
-3,48795
-3,49555
-3,49481
-3,49428
-3,49353
-3,493
-3,48403
-3,4835
-3,48318
-3,49088
-3,49035
-3,48993
-3,48117
-3,48908
-3,48865
-3,4799
-3,4878
-3,48749
-3,48706
-3,48696
-4,675
-7,69728
-20,52695
-47,53475
-82,05579
-15,12624
-38,58736
-42,15381
-44,13983
-14,13606
-20,29152
-44,78775
14,82833
34,78579
44,73297
44,89051
50,63771
-3,49194
10,83795
10,49359
-3,48982
-15,82367
-20,68039
-35,24256
-44,5175
-39,15118
35,01457
40,40078
39,17935
27,37254
10,99202
10,73707
8,68946
-3,98626
9,55902
7,62836
26,79556
37,50066
42,24151
42,46335
27,38388
5,85508
-10,01472
6,84496
17,62063
15,50922
14,98027
19,33142
30,58559
-3,51984
31,9327
48,45313
63,54541
61,01452
57,15246
65,74613
58,97878
54,42647
61,85547
64,98401
69,38777
66,36866
34,64549
8,62535
-3,55388
-18,52946
12,11166
-7,32319
-7,41403
-25,14669
0,79692
9,35708
5,19795
1,02608
7,42584
35,19903
-3,52943
58,34942
64,44398
66,66948
64,21161
39,08509
22,69717
8,02167
-29,80139
-59,9739
-62,56091
19,77184
16,03696
29,86814
37,16397
35,32076
-36,72187
-34,30448
-13,25293
47,04697
58,23599
36,51107
25,08536
2,90671
-3,5253
-9,83166
-9,86813
-3,51231
14,79808
24,0715
19,75943
8,26311
-8,84707
-38,85276
11,81797
-56,00228
-10,08038
15,92534
41,75591
26,34753
0,02535
-12,05105
-31,40169
13,37872
14,22721
15,00882
39,30093
28,89457
1,29019
-24,60255
-38,99736
-6,23654
-6,89563
13,8156
35,23668
37,64816
35,20418
33,924
30,08793
24,90601
25,64527
34,24533
18,99262
12,86101
12,69188
22,73085
36,26953
38,97592
39,00644
30,74916
19,41972
10,3248
15,05862
30,50115
-21,48786
-17,63397
-3,52551
11,43247
11,12735
40,60194
66,41058
59,02838
61,32233
69,16491
69,60674
58,37438
27,50095
0,02569
30,76338
28,26193
18,16944
7,15862
-17,94487
-3,2277
-28,77376
-39,19877
-26,72052
-11,41136
-27,97898
-52,50212
-24,1327
-17,33351
-23,31906
9,59402
21,79676
33,12752
43,34893
44,83224
34,93211
30,01377
8,10424
21,20198
21,21008
11,61221
7,42283
24,22824
16,82874
57,80774
54,08198
66,9923
60,06141
68,68151
36,78834
-3,55308
-31,62602
-9,86096
-45,03968
-20,82129
-35,09322
-62,99854
-20,05685
12,58206
28,74073
43,82652
57,06031
66,25473
59,58082
64,02946
64,9899
70,05134
57,46307
24,43446
51,61572
17,39707
7,35837
-0,37721
-3,43348
0,48777
6,96413
5,87648
-0,77663
-6,02496
-26,67276
-28,98626
-16,30496
-1,50118
20,37027
18,52894
17,94978
20,34636
17,0108
5,63867
3,98938
4,8707
5,91646
19,29545
25,40767
8,16521
20,87182
22,27966
15,44086
34,14804
12,51389
10,09693
27,404
35,27261
34,28484
38,76505
12,5112
19,74686
35,92304
2,38522
-0,65834
16,62508
21,7829
-30,13062
-31,83927
20,36789
38,38794
15,85953
-12,14577
3,40091
-68,58073
-36,01989
-25,62191
-24,86941
-24,53103
-3,4899
19,30662
18,95844
18,53707
-3,4973
-28,73143
-22,79994
17,75569
-22,05272
19,89008
17,95818
8,02984
5,67468
-49,49566
-38,31942
-22,82145
-3,49146
-3,49389
16,84691
16,44146
16,07987
-3,5081
-20,93621
-27,25277
-31,21352
-20,95064
-19,5995
-3,48557
53,40437
66,35082
59,61712
68,28635
36,5972
-3,52741
-31,43467
-9,8069
-44,76746
-20,7099
-34,89166
0,57452
-25,61825
-27,5722
16,59452
-55,54435
-28,43396
-43,71237
-66,96814
-106,86595
-126,07431
-113,33195
-41,88441
15,85578
15,48376
-3,44344
-3,44597
-20,11085
-20,118
-20,02318
-19,7459
-3,43673
14,27349
13,9575
-3,45808
-3,45808
-3,4586
-3,45913
-3,45966
-18,59553
-20,54157
-23,99405
-27,44772
-32,62049
-50,23724
-65,15927
-57,37129
-34,52804
-3,42817
48,12745
62,89373
57,51504
64,22804
67,53276
67,19069
63,47663
-3,49431
-61,78227
-27,08077
-28,45114
-51,98723
-48,48102
-46,61704
-5,66302
-49,44213
-24,33633
-17,90638
-3,43516
28,04066
58,51683
68,9266
60,23438
62,74882
61,63507
64,55212
55,18047
26,03023
20,83532
9,6174
4,54602
3,07636
3,21958
0,39833
-2,48444
-3,49379
-3,49169
-3,48969
-3,48811
-3,48654
-3,48528
-3,49231
-3,48276
-3,48999
-3,48086
-3,47992
-3,48736
-3,47813
-3,48578
-3,48504
-3,4843
-3,48356
-3,48304
-3,48251
-3,48198
-3,48125
-3,48093
-3,4804
-3,47162
-3,47956
-3,47904
-3,47861
-3,4783
-3,46962
-3,47735
-3,47703
-3,47672
-3,47651
-3,47619
-3,46752
-3,4672
-3,46678
-3,47493
-3,47451
-3,4744
-3,47398
53,5203
41,61083
9,43004
-3,55572
-17,29606
-3,08414
-5,37625
-9,98304
-6,71977
-9,24236
0,15961
-3,37033
-20,46071
-32,04561
-31,66514
-21,5403
-6,31235
16,51226
29,74226
29,71054
26,5306
-25,48139
-3,47788
12,44905
44,48736
58,64541
55,66548
66,25416
60,458
64,88055
63,92871
67,28194
61,08582
37,71552
17,21938
0,02566
-10,95923
-28,10821
-61,20323
-83,63877
-61,51593
-30,82446
-31,4897
-55,18545
1,65895
-6,00889
-36,9721
-36,74166
-53,03919
-52,58173
-47,85953
-21,34718
-50,63386
-26,19976
18,71989
26,82978
15,51246
34,48091
14,57495
-19,67438
-31,67945
24,77197
-31,87085
-29,95443
-37,36332
-64,06873
-99,58719
-110,47831
-89,26051
-60,41016
-28,45162
-3,41395
35,05324
33,87855
14,36466
-27,65736
-76,73333
-124,28386
-132,61398
-96,3933
-49,1619
-19,54721
15,65241
15,23513
-20,25027
-68,98477
-39,79194
-43,80094
-39,90658
25,58216
19,58276
-3,4363
17,19752
-3,43512
-3,4438
-3,4367
16,25236
56,34546
53,63043
67,28981
60,55229
67,98652
59,50691
64,56097
68,23419
61,20502
53,91525
52,85309
38,09356
21,49271
5,31468
-7,6393
49,16361
-12,46146
-19,91887
-38,72935
-64,04072
-66,1231
-36,23366
3,73052
51,54715
48,84709
21,77337
0,02518
-7,05456
-16,76615
-51,69198
-9,04062
3,86486
-31,11003
-42,80115
-37,54062
-66,99406
-86,08867
-75,58502
-62,26424
-63,76426
-69,19921
-73,7467
-39,29632
12,30552
-23,7245
-19,6296
-26,02685
-24,85841
-5,46781
-2,92756
2,83558
11,35031
8,40416
11,26733
1,95589
21,66642
19,4281
22,17037
18,33946
26,94698
33,46202
6,48568
24,67138
-18,10764
-18,07429
-18,0515
-18,02505
-18,01871
-18,00593
-17,99426
-17,97616
-20,66504
-20,84478
-20,83315
16,08691
35,20482
20,48651
7,5011
13,54169
25,75701
5,60655
16,41303
19,0082
18,8059
18,60148
-29,55579
-26,63462
-26,586
-23,70658
-23,49028
-26,31249
-26,28468
-23,43061
-17,65352
-17,46416
-17,29044
-14,31268
-5,55483
-2,23059
3,82553
-0,98908
-6,16954
-11,3084
-11,11586
-10,74512
-10,55535
-4,71235
-9,81983
-17,77784
-17,76463
-17,56147
-12,14407
-3,65016
7,49973
21,83421
33,46157
39,92306
35,55726
33,87182
34,66962
35,58575
33,79407
37,11741
40,52527
41,35751
42,17186
40,49922
38,71344
39,38945
40,05921
40,70909
41,35227
41,99804
42,62614
43,2463
39,22342
35,1648
28,77326
15,29894
3,84118
-7,67974
-12,8766
-11,02334
-8,9914
-2,41479
11,39989
20,92864
28,28042
31,05224
29,27257
25,04946
23,14989
14,3388
5,31722
0,67676
-62,80224
-67,83391
-60,42793
-55,27794
-55,3337
-52,72856
-45,10268
-37,49976
-34,77255
-26,87089
-24,90518
-25,98031
-25,64656
-24,55467
40,39962
41,01596
35,23372
24,91816
12,20514
3,55146
-3,09923
-3,57284
-1,7465
-2,04684
-4,51085
-2,813
3,49652
7,69949
9,88304
12,08487
12,22054
12,22678
16,73886
19,07531
25,91238
26,28655
26,53449
39,76953
42,50798
36,59116
20,0197
-7,91513
27,31347
3,84524
4,22496
-30,40774
2,97752
25,8382
-82,75544
-64,69763
-56,74842
-56,63461
-56,52732
-53,85994
-40,87434
-35,37285
-34,98495
-39,64325
-46,94051
-51,8715
-54,36041
2,13072
-2,52395
-11,83918
-83,12744
-83,53854
-81,57091
-71,9194
-59,31518
-48,96947
-25,71758
-3,41981
20,69463
20,3091
19,90944
43,64968
42,79845
41,77744
63,52991
61,68552
59,70404
57,48807
55,35743
14,99762
-36,95338
17,91869
9,85088
40,51931
-21,08136
35,42824
53,75462
14,4408
-19,79296
-29,34677
-19,76005
-3,4816
31,70567
65,66952
61,25977
68,86445
60,00336
62,3273
61,0224
-11,64275
-90,02192
-111,19753
-77,05351
-48,82392
-61,16691
-17,20903
-9,048
-35,23086
-18,56969
-17,37514
-9,84536
21,18033
38,39727
-18,05281
-3,45678
12,70699
28,99775
28,15412
42,89086
41,25978
68,15501
62,55405
65,39881
64,59395
30,64321
-11,51325
-18,58552
-12,18707
-11,32119
-3,48951
-11,38128
-29,91178
-68,53726
-5,93539
-28,21387
-20,46505
-78,88217
-17,54966
34,47684
68,37192
40,30697
-3,48244
-46,31037
-96,52689
-114,84397
-74,48959
-19,28581
22,13702
58,86815
64,84863
64,20225
67,94326
40,54077
-3,48761
-27,12987
-31,69829
-19,59771
-3,47249
9,36623
14,35875
1,83492
-8,85275
-12,39248
-8,34371
12,78701
37,25544
31,66219
10,31811
-1,66016
-3,48064
-3,48731
-3,47726
-3,48456
-3,48371
-3,4742
-3,48212
-3,47283
-3,47209
-3,48011
-3,47958
-3,47906
-3,46998
-3,47821
-3,46903
-3,47726
-3,47694
-3,47652
-3,46766
-3,47588
-3,46692
-3,46681
-3,46639
-3,46629
-3,4744
-3,46565
-3,47387
50,18308
46,26474
44,31924
51,20572
44,02944
42,98718
41,34189
35,48512
26,28809
13,63632
18,53166
0,16926
-18,12978
-15,47192
-21,33482
-24,08238
-22,00167
-31,20314
-22,37748
-17,37346
-2,72879
10,77457
4,84936
8,32816
8,92715
7,91311
11,65238
12,53064
10,24917
4,62896
33,9768
18,07976
-5,88712
-27,83489
-53,77835
-25,88036
-51,09173
-28,28045
-4,92757
12,66682
25,58796
-81,12458
-69,86071
-53,70483
-30,09328
-3,4344
18,60137
63,91472
61,99117
59,79312
57,71834
35,71548
15,22069
-18,75838
-37,07978
-68,62817
-5,32435
-29,89127
-39,0175
-54,88003
-82,3091
-104,16956
-106,091
-121,34406
-101,72258
-54,34587
-1,75569
20,63577
39,72714
41,48975
37,78636
28,73094
21,68698
14,59897
12,46983
10,58846
11,8549
1,97827
-18,74413
-33,90257
-40,06612
-49,29955
-55,36232
-61,48045
-55,24097
-64,76188
-71,01249
-84,83392
-85,37104
-77,96852
-73,6349
-53,04671
-47,06761
-40,7318
-39,83297
-44,07728
-43,40952
-12,72825
-5,2744
-17,54589
-9,56977
-14,73648
-6,22123
-1,59116
-21,77902
-9,52842
2,73601
11,63819
20,64259
15,88511
4,20777
-7,71758
-19,77475
-28,78092
-37,69242
-8,73514
-36,66503
-25,85022
-11,8531
9,1094
20,41643
28,54131
36,73728
28,94458
11,35043
-0,09999
-14,72904
-26,6702
-35,5152
7,39123
-1,80492
-5,39286
-11,80866
-7,41784
14,74257
-6,13989
-17,99664
-42,50749
-36,67182
-51,82781
-49,73615
-42,07635
-52,51161
-13,54741
-4,04356
-5,44503
-105,99281
-61,54906
-32,32869
-3,41426
31,10737
30,58585
30,06673
-3,4441
-48,58833
-84,10596
-40,12993
-40,11193
-24,67254
-12,0471
-5,27985
-1,40963
-15,67178
-36,20253
-11,1838
13,86275
-12,13291
-15,76517
-28,75379
-50,10785
-58,09052
-47,89199
-42,89579
-49,247
-43,67409
-53,95237
-52,14049
-54,38231
-56,52235
-58,53035
-60,43496
-43,84774
-44,72415
-46,35099
-48,05914
-44,95368
-25,13513
-46,37115
-38,80017
-36,64944
-30,48982
-22,05641
-12,0304
-8,74571
-9,09429
-2,08001
1,61599
-11,90723
-34,1025
-22,48677
-17,96436
-17,10802
-23,51918
-7,68228
-5,09757
-29,74083
-41,97793
-43,32391
-44,6853
-35,21484
-22,67422
-16,14094
-12,83791
-13,19307
-13,5365
-13,8942
-14,24201
-14,59675
-14,94324
-7,85862
-0,33501
-39,38481
-31,26257
-30,63114
-26,31664
-25,42162
-28,50152
-27,89063
-34,60822
-37,92105
-37,57868
2,27669
-9,11112
-13,10824
-25,18316
-35,31545
-43,62627
-48,94046
-36,70886
-31,49548
-37,90192
-57,67553
-40,7955
-47,99288
-27,81495
-13,28809
-32,88337
-98,46202
-44,18039
-3,36888
